,config_file,weighting_scheme,alpha,fine_tune_epoch,reconstruct_loss,reconstruction_layer,weight_scale,use_down_scale,use_upscale,multi_profile,multi_profile_aggr_scheme,scale_guide_loss,user_profile_embeddings_files,seed,val_NDCG@10,val_Recall@10,val_epoch,test_NDCG@10,test_Recall@10,test_epoch,params,all_seeds
1045,mean-0.5-8-RMSE-1-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.5,8,RMSE,1,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09915,0.18231,14,0.0603,0.11504,14,"('mean', 0.5, 8, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1287,mean-0.8-4-MSE-2-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.8,4,MSE,2,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.09954,0.1846,14,0.06029,0.11472,14,"('mean', 0.8, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
409,exponential-0.5-8-MSE-1-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.5,8,MSE,1,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09888,0.18226,14,0.06028,0.11456,14,"('exponential', 0.5, 8, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
897,mean-0.5-4-MSE-2-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,mean,0.5,4,MSE,2,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09903,0.18433,11,0.06026,0.11585,11,"('mean', 0.5, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
725,mean-0.8-8-RMSE-1-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,mean,0.8,8,RMSE,1,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09928,0.18231,14,0.06026,0.11483,14,"('mean', 0.8, 8, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
145,mean-0.65-6-RMSE-1-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.65,6,RMSE,1,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09924,0.18318,14,0.06025,0.11546,14,"('mean', 0.65, 6, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1617,exponential-0.8-8-MSE-1-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.8,8,MSE,1,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09925,0.18378,14,0.06024,0.11447,14,"('exponential', 0.8, 8, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
527,mean-0.8-8-RMSE-2-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.8,8,RMSE,2,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09972,0.18427,14,0.06024,0.11657,14,"('mean', 0.8, 8, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
869,exponential-0.8-8-RMSE-2-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.8,8,RMSE,2,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09899,0.18378,14,0.06023,0.11544,14,"('exponential', 0.8, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1235,mean-0.65-8-RMSE-1-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,mean,0.65,8,RMSE,1,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09856,0.18122,14,0.06023,0.11443,14,"('mean', 0.65, 8, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
731,exponential-0.65-8-MSE-1-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.65,8,MSE,1,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.09879,0.18275,14,0.06023,0.11516,14,"('exponential', 0.65, 8, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
919,mean-0.5-4-RMSE-1-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.5,4,RMSE,1,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.10003,0.18362,14,0.06022,0.1155,14,"('mean', 0.5, 4, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
947,mean-0.5-6-MSE-1-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,mean,0.5,6,MSE,1,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09986,0.1828,14,0.06022,0.11537,14,"('mean', 0.5, 6, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
537,exponential-0.5-4-RMSE-1-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.5,4,RMSE,1,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.0988,0.1834,8,0.06021,0.11654,8,"('exponential', 0.5, 4, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
111,mean-0.65-6-MSE-1-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,mean,0.65,6,MSE,1,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.0989,0.18313,14,0.0602,0.11514,14,"('mean', 0.65, 6, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
403,exponential-0.5-6-RMSE-2-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.5,6,RMSE,2,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09949,0.18367,14,0.0602,0.11634,14,"('exponential', 0.5, 6, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
865,exponential-0.8-8-RMSE-2-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.8,8,RMSE,2,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09976,0.18264,14,0.06019,0.11502,14,"('exponential', 0.8, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
116,mean-0.65-6-MSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,mean,0.65,6,MSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09862,0.18411,8,0.06018,0.11588,8,"('mean', 0.65, 6, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
427,exponential-0.5-8-MSE-2-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.5,8,MSE,2,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.09954,0.18362,14,0.06018,0.11477,14,"('exponential', 0.5, 8, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
1587,exponential-0.8-6-RMSE-1-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.8,6,RMSE,1,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.0994,0.18422,14,0.06017,0.11542,14,"('exponential', 0.8, 6, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
591,exponential-0.5-6-MSE-2-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.5,6,MSE,2,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.09945,0.18362,14,0.06017,0.11539,14,"('exponential', 0.5, 6, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
441,exponential-0.5-8-RMSE-1-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.5,8,RMSE,1,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09882,0.18215,14,0.06016,0.11452,14,"('exponential', 0.5, 8, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
161,mean-0.65-6-RMSE-2-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.65,6,RMSE,2,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09999,0.18433,14,0.06015,0.11527,14,"('mean', 0.65, 6, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
608,exponential-0.5-6-RMSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,exponential,0.5,6,RMSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09964,0.18443,8,0.06015,0.11447,8,"('exponential', 0.5, 6, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
1415,exponential-0.65-6-RMSE-2-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.65,6,RMSE,2,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.09967,0.18454,14,0.06014,0.11542,14,"('exponential', 0.65, 6, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
998,mean-0.5-6-RMSE-2-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,mean,0.5,6,RMSE,2,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.09996,0.18498,9,0.06012,0.11625,9,"('mean', 0.5, 6, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
778,exponential-0.65-8-RMSE-2-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,exponential,0.65,8,RMSE,2,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.10062,0.18362,15,0.06011,0.11535,15,"('exponential', 0.65, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
665,mean-0.8-6-RMSE-1-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.8,6,RMSE,1,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.0989,0.18275,14,0.06011,0.11546,14,"('mean', 0.8, 6, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1062,mean-0.5-8-RMSE-2-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,mean,0.5,8,RMSE,2,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.10042,0.18438,9,0.0601,0.11539,9,"('mean', 0.5, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
423,exponential-0.5-8-MSE-2-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.5,8,MSE,2,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09961,0.18313,14,0.0601,0.11385,14,"('exponential', 0.5, 8, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
833,exponential-0.8-8-MSE-2-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.8,8,MSE,2,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09893,0.1822,14,0.0601,0.11462,14,"('exponential', 0.8, 8, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
959,mean-0.5-6-MSE-1-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.5,6,MSE,1,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09994,0.18563,11,0.06009,0.11617,11,"('mean', 0.5, 6, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
650,mean-0.8-6-MSE-2-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,mean,0.8,6,MSE,2,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.09935,0.18378,9,0.06009,0.11548,9,"('mean', 0.8, 6, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
82,attention-0.65-8-RMSE-2-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,attention,0.65,8,RMSE,2,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09857,0.18248,13,0.06007,0.11498,13,"('attention', 0.65, 8, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
641,mean-0.8-6-MSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.8,6,MSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09981,0.18574,11,0.06007,0.11537,11,"('mean', 0.8, 6, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1057,mean-0.5-8-RMSE-2-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,mean,0.5,8,RMSE,2,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09969,0.18286,14,0.06004,0.11439,14,"('mean', 0.5, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
553,exponential-0.5-4-RMSE-2-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.5,4,RMSE,2,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09933,0.18258,8,0.06003,0.11496,8,"('exponential', 0.5, 4, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
1283,mean-0.8-4-MSE-2-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,mean,0.8,4,MSE,2,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09949,0.18182,14,0.06002,0.11588,14,"('mean', 0.8, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1522,attention-0.5-6-MSE-2-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,attention,0.5,6,MSE,2,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09867,0.1822,13,0.06002,0.11569,13,"('attention', 0.5, 6, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
835,exponential-0.8-8-MSE-2-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.8,8,MSE,2,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.0995,0.18307,14,0.06001,0.11475,14,"('exponential', 0.8, 8, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1018,mean-0.5-8-MSE-1-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,mean,0.5,8,MSE,1,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.09907,0.184,8,0.05999,0.11506,8,"('mean', 0.5, 8, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
544,exponential-0.5-4-RMSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,exponential,0.5,4,RMSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09946,0.18465,8,0.05999,0.11406,8,"('exponential', 0.5, 4, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
787,exponential-0.65-8-RMSE-2-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.65,8,RMSE,2,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09992,0.18492,14,0.05998,0.11575,14,"('exponential', 0.65, 8, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
1267,mean-0.8-4-MSE-1-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,mean,0.8,4,MSE,1,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09909,0.18438,14,0.05998,0.11594,14,"('mean', 0.8, 4, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1571,exponential-0.8-6-MSE-2-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.8,6,MSE,2,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09958,0.18411,12,0.05998,0.11562,12,"('exponential', 0.8, 6, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1347,exponential-0.65-4-RMSE-2-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.65,4,RMSE,2,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09921,0.1828,8,0.05998,0.11493,8,"('exponential', 0.65, 4, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1381,exponential-0.65-6-MSE-2-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.65,6,MSE,2,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.10016,0.1846,14,0.05997,0.11539,14,"('exponential', 0.65, 6, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
745,exponential-0.65-8-MSE-2-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.65,8,MSE,2,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09902,0.1821,14,0.05996,0.11479,14,"('exponential', 0.65, 8, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
435,exponential-0.5-8-MSE-2-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.5,8,MSE,2,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.0994,0.18389,14,0.05995,0.11648,14,"('exponential', 0.5, 8, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
